Class Number, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total
8488,CJJ 2002 - 0004   Juvenile Delinquency,0004-LEC Main Sess,Staff,30,17,13,0,0
8490,CJJ 2002 - 0006   Juvenile Delinquency,0006-LEC Main Sess,Staff,34,30,4,0,0
8496,CJJ 2002 - 0007   Juvenile Delinquency,0007-LEC Conversion,Staff,34,0,34,0,0
8491,CJJ 2002 - 0008   Juvenile Delinquency,0008-LEC Main Sess,Staff,30,0,30,0,0
8493,CJJ 2002 - 0009   Juvenile Delinquency,0009-LEC Main Sess,Staff,25,0,25,0,0
8495,CJJ 2002 - 0010   Juvenile Delinquency,0010-LEC Twelve Wk,Staff,30,9,21,0,0
8492,CJJ 2002 - 0011   Juvenile Delinquency,0011-LEC Main Sess,Staff,35,0,35,0,0
6708,CRW 2002 - 0001   Creative Writing 2,0001-LEC Main Sess,Staff,25,0,25,0,0
6709,CRW 2002 - 0002   Creative Writing 2,0002-LEC Main Sess,Staff,25,16,9,0,0
6710,CRW 2002 - 0003   Creative Writing 2,0003-LEC Main Sess,Staff,10,0,10,0,0
6717,CRW 2002 - 0005   Creative Writing 2,0005-LEC Main Sess,Staff,25,6,19,0,0
6713,CRW 2002 - 0006   Creative Writing 2,0006-LEC Main Sess,Staff,5,0,5,0,0
6714,CRW 2002 - 0007   Creative Writing 2,0007-LEC Main Sess,Staff,10,5,5,0,0
6715,CRW 2002 - 0008   Creative Writing 2,0008-LEC Main Sess,Staff,13,6,7,0,0
6716,CRW 2002 - 0009   Creative Writing 2,0009-LEC Main Sess,Staff,21,2,19,0,0
6712,CRW 2002 - 0010   Creative Writing 2,0010-LEC Main Sess,Staff,25,20,5,0,0
14493,EEC 2002 - 0001   Operation Of An Early Childhood Facility,0001-LEC Main Sess,Staff,25,15,10,0,0
14494,EEC 2002 - 0002   Operation Of An Early Childhood Facility,0002-LEC Weekend,Staff,25,22,3,0,0
11287,INR 2002 - 0001   International Relations,0001-LEC Main Sess,Staff,40,0,40,0,0
11288,INR 2002 - 0002   International Relations,0002-LEC Main Sess,Staff,40,33,7,0,0
11289,INR 2002 - 0003   International Relations,0003-LEC Main Sess,Staff,37,33,4,0,0
11290,INR 2002 - 0004   International Relations,0004-LEC Main Sess,Staff,30,27,3,0,0
11291,INR 2002 - 0005   International Relations,0005-LEC Main Sess,Staff,5,0,5,0,0
11292,INR 2002 - 0006   International Relations,0006-LEC Main Sess,Staff,40,27,13,0,0
11293,INR 2002 - 0007   International Relations,0007-LEC Main Sess,Staff,47,0,47,0,0
11297,INR 2002 - 0008   International Relations,0008-LEC 1st Mon Sp,Staff,45,32,13,0,0
11294,INR 2002 - 0009   International Relations,0009-LEC Main Sess,Staff,45,39,6,0,0
11295,INR 2002 - 0010   International Relations,0010-LEC Main Sess,Staff,30,0,30,0,0
11296,INR 2002 - 0011   International Relations,0011-LEC Main Sess,Staff,25,0,25,0,0
16916,SOP 2002 - 0001   Social Psychology,0001-LEC Main Sess,Staff,35,31,4,0,0
16922,SOP 2002 - 0002   Social Psychology,0002-LEC Eight Wk 1,Staff,36,15,21,0,0
16917,SOP 2002 - 0003   Social Psychology,0003-LEC Main Sess,Staff,40,30,10,0,0
16918,SOP 2002 - 0004   Social Psychology,0004-LEC Main Sess,Staff,35,22,13,0,0
16919,SOP 2002 - 0005   Social Psychology,0005-LEC Main Sess,Staff,30,0,30,0,0
16921,SOP 2002 - 0006   Social Psychology,0006-LEC Twelve Wk,Staff,30,28,2,0,0
16920,SOP 2002 - 0007   Social Psychology,0007-LEC Main Sess,Staff,47,24,23,0,0
16923,SOP 2002 - 0008   Social Psychology,0008-LEC Conversion,Staff,15,0,15,0,0
8627,ACG 2001 - 0001   Principles Of Accounting 1,0001-LEC Main Sess,Staff,35,20,15,0,0
8628,ACG 2001 - 0002   Principles Of Accounting 1,0002-LEC Main Sess,Staff,25,8,17,0,0
8629,ACG 2001 - 0003   Principles Of Accounting 1,0003-LEC Main Sess,Staff,35,0,35,0,0
8631,ACG 2001 - 0004   Principles Of Accounting 1,0004-LEC Eight Wk 1,Staff,35,7,28,0,0
8630,ACG 2001 - 0005   Principles Of Accounting 1,0005-LEC Main Sess,Staff,30,27,3,0,0
5973,CRW 2001 - 0001   Creative Writing 1,0001-LEC Main Sess,Staff,20,18,2,0,0
5975,CRW 2001 - 0003   Creative Writing 1,0003-LEC Main Sess,Staff,25,16,9,0,0
5976,CRW 2001 - 0004   Creative Writing 1,0004-LEC Main Sess,Staff,25,19,6,0,0
5981,CRW 2001 - 0005   Creative Writing 1,0005-LEC Main Sess,Staff,16,12,4,0,0
5979,CRW 2001 - 0007   Creative Writing 1,0007-LEC Main Sess,Staff,20,18,2,0,0
5980,CRW 2001 - 0008   Creative Writing 1,0008-LEC Main Sess,Staff,30,0,30,0,0
5977,CRW 2001 - 0009   Creative Writing 1,0009-LEC Main Sess,Staff,21,4,17,0,0
10404,MUC 2001 - 0001   Experimental Composition,0001-LEC Main Sess,Staff,20,9,11,0,0
16954,SPA 2001 - 0001   Introduction To Communication Disorders,0001-LEC Main Sess,Staff,20,17,3,0,0
5273,ANT 2000 - 0001,0001-LEC Main Sess,Staff,45,42,3,0,0
5274,ANT 2000 - 0002,0002-LEC Eight Wk 2,Staff,30,0,30,0,0
7403,CLP 2000 - 0001   Dynamics Of Behavior,0001-LEC 1st Mon Sp,Staff,30,20,10,0,0
14088,DEP 2000 - 0001   Human Growth And Development,0001-LEC Main Sess,Staff,40,39,1,0,0
14089,DEP 2000 - 0002   Human Growth And Development,0002-LEC Main Sess,Staff,40,28,12,0,0
14090,DEP 2000 - 0003   Human Growth And Development,0003-LEC Main Sess,Staff,40,39,1,0,0
14173,DEP 2000 - 0004   Human Growth And Development,0004-LEC Twelve Wk,Staff,40,31,9,0,0
14184,DEP 2000 - 0005   Human Growth And Development,0005-LEC 1st Mon Sp,Staff,40,35,5,0,0
14091,DEP 2000 - 0006   Human Growth And Development,0006-LEC Main Sess,Staff,35,33,2,0,0
14092,DEP 2000 - 0007   Human Growth And Development,0007-LEC Main Sess,Staff,40,28,12,0,0
14093,DEP 2000 - 0008   Human Growth And Development,0008-LEC Main Sess,Staff,40,35,5,0,0
14094,DEP 2000 - 0009   Human Growth And Development,0009-LEC Main Sess,Staff,40,22,18,0,0
14095,DEP 2000 - 0010   Human Growth And Development,0010-LEC Main Sess,Staff,40,21,19,0,0
14096,DEP 2000 - 0011   Human Growth And Development,0011-LEC Main Sess,Staff,40,36,4,0,0
14097,DEP 2000 - 0012   Human Growth And Development,0012-LEC Main Sess,Staff,40,35,5,0,0
14098,DEP 2000 - 0013   Human Growth And Development,0013-LEC Main Sess,Staff,40,0,40,0,0
14099,DEP 2000 - 0014   Human Growth And Development,0014-LEC Main Sess,Staff,40,0,40,0,0
14100,DEP 2000 - 0015   Human Growth And Development,0015-LEC Main Sess,Staff,20,14,6,0,0
14169,DEP 2000 - 0016   Human Growth And Development,0016-LEC Twelve Wk,Staff,40,0,40,0,0
14101,DEP 2000 - 0018   Human Growth And Development,0018-LEC Main Sess,Staff,30,0,30,0,0
14102,DEP 2000 - 0019   Human Growth And Development,0019-LEC Main Sess,Staff,40,0,40,0,0
14174,DEP 2000 - 0020   Human Growth And Development,0020-LEC Twelve Wk,Staff,40,20,20,0,0
14171,DEP 2000 - 0021   Human Growth And Development,0021-LEC Twelve Wk,Staff,40,16,24,0,0
14103,DEP 2000 - 0022   Human Growth And Development,0022-LEC Main Sess,Staff,45,44,1,0,0
14104,DEP 2000 - 0023   Human Growth And Development,0023-LEC Main Sess,Staff,32,30,2,0,0
14185,DEP 2000 - 0024   Human Growth And Development,0024-LEC 1st Mon Sp,Staff,49,23,26,0,0
14105,DEP 2000 - 0025   Human Growth And Development,0025-LEC Main Sess,Staff,45,32,13,0,0
14106,DEP 2000 - 0026   Human Growth And Development,0026-LEC Main Sess,Staff,35,34,1,0,0
14107,DEP 2000 - 0027   Human Growth And Development,0027-LEC Main Sess,Staff,30,22,8,0,0
14187,DEP 2000 - 0028   Human Growth And Development,0028-LEC Weekend,Staff,35,26,9,0,0
14168,DEP 2000 - 0029   Human Growth And Development,0029-LEC Twelve Wk,Staff,49,44,5,0,0
14108,DEP 2000 - 0030   Human Growth And Development,0030-LEC Main Sess,Staff,30,20,10,0,0
14111,DEP 2000 - 0033   Human Growth And Development,0033-LEC Main Sess,Staff,48,35,13,0,0
14112,DEP 2000 - 0034   Human Growth And Development,0034-LEC Main Sess,Staff,37,34,3,0,0
14113,DEP 2000 - 0035   Human Growth And Development,0035-LEC Main Sess,Staff,49,23,26,0,0
14114,DEP 2000 - 0036   Human Growth And Development,0036-LEC Main Sess,Staff,49,41,8,0,0
14115,DEP 2000 - 0037   Human Growth And Development,0037-LEC Main Sess,Staff,49,48,1,0,0
14116,DEP 2000 - 0038   Human Growth And Development,0038-LEC Main Sess,Staff,49,47,2,0,0
14175,DEP 2000 - 0039   Human Growth And Development,0039-LEC Eight Wk 1,Staff,30,13,17,0,0
14117,DEP 2000 - 0040   Human Growth And Development,0040-LEC Main Sess,Staff,45,40,5,0,0
14118,DEP 2000 - 0041   Human Growth And Development,0041-LEC Main Sess,Staff,45,22,23,0,0
14119,DEP 2000 - 0042   Human Growth And Development,0042-LEC Main Sess,Staff,37,0,37,0,0
14120,DEP 2000 - 0043   Human Growth And Development,0043-LEC Main Sess,Staff,49,48,1,0,0
14121,DEP 2000 - 0044   Human Growth And Development,0044-LEC Main Sess,Staff,30,21,9,0,0
14186,DEP 2000 - 0045   Human Growth And Development,0045-LEC Weekend,Staff,30,0,30,0,0
14177,DEP 2000 - 0046   Human Growth And Development,0046-LEC Eight Wk 2,Staff,36,33,3,0,0
14122,DEP 2000 - 0047   Human Growth And Development,0047-LEC Main Sess,Staff,30,20,10,0,0
14123,DEP 2000 - 0048   Human Growth And Development,0048-LEC Main Sess,Staff,40,13,27,0,0
14124,DEP 2000 - 0049   Human Growth And Development,0049-LEC Main Sess,Staff,30,27,3,0,0
14125,DEP 2000 - 0050   Human Growth And Development,0050-LEC Main Sess,Staff,30,29,1,0,0
14126,DEP 2000 - 0051   Human Growth And Development,0051-LEC Main Sess,Staff,25,15,10,0,0
14164,DEP 2000 - 0052   Human Growth And Development,0052-LEC Main Sess,Staff,48,9,39,0,0
14178,DEP 2000 - 0053   Human Growth And Development,0053-LEC Conversion,Staff,49,15,34,0,0
14167,DEP 2000 - 0054   Human Growth And Development,0054-LEC Twelve Wk,Staff,40,25,15,0,0
14181,DEP 2000 - 0055   Human Growth And Development,0055-LEC Conversion,Staff,15,0,15,0,0
14127,DEP 2000 - 0056   Human Growth And Development,0056-LEC Main Sess,Staff,47,34,13,0,0
14128,DEP 2000 - 0057   Human Growth And Development,0057-LEC Main Sess,Staff,47,46,1,0,0
14129,DEP 2000 - 0058   Human Growth And Development,0058-LEC Main Sess,Staff,47,43,4,0,0
14130,DEP 2000 - 0059   Human Growth And Development,0059-LEC Main Sess,Staff,47,44,3,0,0
14131,DEP 2000 - 0060   Human Growth And Development,0060-LEC Main Sess,Staff,15,14,1,0,0
14132,DEP 2000 - 0061   Human Growth And Development,0061-LEC Main Sess,Staff,47,39,8,0,0
14133,DEP 2000 - 0062   Human Growth And Development,0062-LEC Main Sess,Staff,47,42,5,0,0
14134,DEP 2000 - 0063   Human Growth And Development,0063-LEC Main Sess,Staff,47,34,13,0,0
14135,DEP 2000 - 0064   Human Growth And Development,0064-LEC Main Sess,Staff,47,42,5,0,0
14136,DEP 2000 - 0065   Human Growth And Development,0065-LEC Main Sess,Staff,30,28,2,0,0
14182,DEP 2000 - 0066   Human Growth And Development,0066-LEC Conversion,Staff,34,30,4,0,0
14137,DEP 2000 - 0067   Human Growth And Development,0067-LEC Main Sess,Staff,30,25,5,0,0
14180,DEP 2000 - 0068   Human Growth And Development,0068-LEC Conversion,Staff,34,31,3,0,0
14138,DEP 2000 - 0069   Human Growth And Development,0069-LEC Main Sess,Staff,30,26,4,0,0
14139,DEP 2000 - 0070   Human Growth And Development,0070-LEC Main Sess,Staff,30,25,5,0,0
14140,DEP 2000 - 0071   Human Growth And Development,0071-LEC Main Sess,Staff,30,27,3,0,0
14141,DEP 2000 - 0072   Human Growth And Development,0072-LEC Main Sess,Staff,30,25,5,0,0
14179,DEP 2000 - 0073   Human Growth And Development,0073-LEC Conversion,Staff,34,31,3,0,0
14142,DEP 2000 - 0074   Human Growth And Development,0074-LEC Main Sess,Staff,30,29,1,0,0
14143,DEP 2000 - 0075   Human Growth And Development,0075-LEC Main Sess,Staff,30,23,7,0,0
14144,DEP 2000 - 0076   Human Growth And Development,0076-LEC Main Sess,Staff,30,27,3,0,0
14145,DEP 2000 - 0077   Human Growth And Development,0077-LEC Main Sess,Staff,30,26,4,0,0
14146,DEP 2000 - 0078   Human Growth And Development,0078-LEC Main Sess,Staff,39,36,3,0,0
14147,DEP 2000 - 0079   Human Growth And Development,0079-LEC Main Sess,Staff,39,37,2,0,0
14148,DEP 2000 - 0080   Human Growth And Development,0080-LEC Main Sess,Staff,39,32,7,0,0
14149,DEP 2000 - 0081   Human Growth And Development,0081-LEC Main Sess,Staff,39,36,3,0,0
14176,DEP 2000 - 0082   Human Growth And Development,0082-LEC Eight Wk 2,Staff,30,0,30,0,0
14150,DEP 2000 - 0083   Human Growth And Development,0083-LEC Main Sess,Staff,40,17,23,0,0
14151,DEP 2000 - 0084   Human Growth And Development,0084-LEC Main Sess,Staff,40,37,3,0,0
14152,DEP 2000 - 0085   Human Growth And Development,0085-LEC Main Sess,Staff,25,16,9,0,0
14153,DEP 2000 - 0086   Human Growth And Development,0086-LEC Main Sess,Staff,40,23,17,0,0
14166,DEP 2000 - 0087   Human Growth And Development,0087-LEC Twelve Wk,Staff,35,30,5,0,0
14183,DEP 2000 - 0088   Human Growth And Development,0088-LEC 1st Mon Sp,Staff,37,0,37,0,0
14154,DEP 2000 - 0089   Human Growth And Development,0089-LEC Main Sess,Staff,35,34,1,0,0
14188,DEP 2000 - 0090   Human Growth And Development,0090-LEC Weekend,Staff,31,22,9,0,0
14155,DEP 2000 - 0091   Human Growth And Development,0091-LEC Main Sess,Staff,31,29,2,0,0
14156,DEP 2000 - 0092   Human Growth And Development,0092-LEC Main Sess,Staff,35,20,15,0,0
14157,DEP 2000 - 0093   Human Growth And Development,0093-LEC Main Sess,Staff,35,32,3,0,0
14158,DEP 2000 - 0094   Human Growth And Development,0094-LEC Main Sess,Staff,33,0,33,0,0
14159,DEP 2000 - 0095   Human Growth And Development,0095-LEC Main Sess,Staff,32,19,13,0,0
14160,DEP 2000 - 0096   Human Growth And Development,0096-LEC Main Sess,Staff,33,29,4,0,0
14161,DEP 2000 - 0097   Human Growth And Development,0097-LEC Main Sess,Staff,35,27,8,0,0
14165,DEP 2000 - 0098   Human Growth And Development,0098-LEC Twelve Wk,Staff,30,29,1,0,0
14162,DEP 2000 - 0099   Human Growth And Development,0099-LEC Main Sess,Staff,35,25,10,0,0
14172,DEP 2000 - 0100   Human Growth And Development,0100-LEC Twelve Wk,Staff,35,22,13,0,0
14163,DEP 2000 - 0101   Human Growth And Development,0101-LEC Main Sess,Staff,35,21,14,0,0
6667,EEX 2000 - 0001   Introduction To Special Education,0001-LEC Eight Wk 2,Staff,30,0,30,0,0
6663,EEX 2000 - 0002   Introduction To Special Education,0002-LEC Main Sess,Staff,30,15,15,0,0
6668,EEX 2000 - 0003   Introduction To Special Education,0003-LEC Eight Wk 2,Staff,30,0,30,0,0
6664,EEX 2000 - 0004   Introduction To Special Education,0004-LEC Main Sess,Staff,25,24,1,0,0
6665,EEX 2000 - 0005   Introduction To Special Education,0005-LEC Main Sess,Staff,30,19,11,0,0
6669,EEX 2000 - 0006   Introduction To Special Education,0006-LEC Weekend,Staff,30,17,13,0,0
6666,EEX 2000 - 0007   Introduction To Special Education,0007-LEC Main Sess,Staff,25,8,17,0,0
16236,FIN 2000 - 0001   Principles Of Finance,0001-LEC Twelve Wk,Staff,30,0,30,0,0
16237,FIN 2000 - 0002   Principles Of Finance,0002-LEC Weekend,Staff,30,20,10,0,0
16228,FIN 2000 - 0003   Principles Of Finance,0003-LEC Main Sess,Staff,21,0,21,0,0
16229,FIN 2000 - 0004   Principles Of Finance,0004-LEC Main Sess,Staff,5,0,5,0,0
16230,FIN 2000 - 0005   Principles Of Finance,0005-LEC Main Sess,Staff,25,22,3,0,0
16231,FIN 2000 - 0006   Principles Of Finance,0006-LEC Main Sess,Staff,40,27,13,0,0
16232,FIN 2000 - 0007   Principles Of Finance,0007-LEC Main Sess,Staff,35,28,7,0,0
16234,FIN 2000 - 0008   Principles Of Finance,0008-LEC Main Sess,Staff,30,11,19,0,0
16235,FIN 2000 - 0009   Principles Of Finance,0009-LEC Main Sess,Staff,30,18,12,0,0
16233,FIN 2000 - 0010   Principles Of Finance,0010-LEC Main Sess,Staff,21,9,12,0,0
11651,LIT 2000 - 0001   Introduction To Literature,0001-LEC Main Sess,Staff,28,0,28,0,0
11652,LIT 2000 - 0002   Introduction To Literature,0002-LEC Main Sess,Staff,28,0,28,0,0
11653,LIT 2000 - 0003   Introduction To Literature,0003-LEC Main Sess,Staff,28,8,20,0,0
11658,LIT 2000 - 0004   Introduction To Literature,0004-LEC Main Sess,Staff,28,22,6,0,0
11655,LIT 2000 - 0005   Introduction To Literature,0005-LEC Main Sess,Staff,28,0,28,0,0
11656,LIT 2000 - 0006   Introduction To Literature,0006-LEC Main Sess,Staff,21,17,4,0,0
11657,LIT 2000 - 0007   Introduction To Literature,0007-LEC Main Sess,Staff,30,18,12,0,0
11654,LIT 2000 - 0008   Introduction To Literature,0008-LEC Main Sess,Staff,30,12,18,0,0
9026,MMC 2000 - 0001   Introduction To Mass Communications,0001-LEC 1st Mon Sp,Staff,50,35,15,0,0
9027,MMC 2000 - 0002   Introduction To Mass Communications,0002-LEC 1st Mon Sp,Staff,30,0,30,0,0
9017,MMC 2000 - 0003   Introduction To Mass Communications,0003-LEC Main Sess,Staff,25,12,13,0,0
9019,MMC 2000 - 0005   Introduction To Mass Communications,0005-LEC Main Sess,Staff,28,26,2,0,0
9020,MMC 2000 - 0006   Introduction To Mass Communications,0006-LEC Main Sess,Staff,28,26,2,0,0
9021,MMC 2000 - 0007   Introduction To Mass Communications,0007-LEC Main Sess,Staff,30,28,2,0,0
9028,MMC 2000 - 0009   Introduction To Mass Communications,0009-LEC 1st Mon Sp,Staff,25,0,25,0,0
9025,MMC 2000 - 0010   Introduction To Mass Communications,0010-LEC Main Sess,Staff,35,9,26,0,0
9023,MMC 2000 - 0011   Introduction To Mass Communications,0011-LEC Main Sess,Staff,30,0,30,0,0
9024,MMC 2000 - 0012   Introduction To Mass Communications,0012-LEC Main Sess,Staff,30,0,30,0,0
14073,SYG 2000 - 0001   Introduction To Sociology,0001-LEC Conversion,Staff,40,0,40,0,0
14019,SYG 2000 - 0002   Introduction To Sociology,0002-LEC Main Sess,Staff,40,26,14,0,0
14020,SYG 2000 - 0003   Introduction To Sociology,0003-LEC Main Sess,Staff,40,33,7,0,0
14033,SYG 2000 - 0007   Introduction To Sociology,0007-LEC Main Sess,Staff,40,21,19,0,0
14034,SYG 2000 - 0008   Introduction To Sociology,0008-LEC Main Sess,Staff,40,35,5,0,0
14070,SYG 2000 - 0009   Introduction To Sociology,0009-LEC Conversion,Staff,40,0,40,0,0
14035,SYG 2000 - 0010   Introduction To Sociology,0010-LEC Main Sess,Staff,40,36,4,0,0
14036,SYG 2000 - 0011   Introduction To Sociology,0011-LEC Main Sess,Staff,40,37,3,0,0
14067,SYG 2000 - 0012   Introduction To Sociology,0012-LEC Twelve Wk,Staff,40,24,16,0,0
14037,SYG 2000 - 0013   Introduction To Sociology,0013-LEC Main Sess,Staff,40,24,16,0,0
14038,SYG 2000 - 0014   Introduction To Sociology,0014-LEC Main Sess,Staff,48,21,27,0,0
14039,SYG 2000 - 0015   Introduction To Sociology,0015-LEC Main Sess,Staff,48,38,10,0,0
14040,SYG 2000 - 0016   Introduction To Sociology,0016-LEC Main Sess,Staff,45,36,9,0,0
14041,SYG 2000 - 0017   Introduction To Sociology,0017-LEC Main Sess,Staff,25,24,1,0,0
14042,SYG 2000 - 0018   Introduction To Sociology,0018-LEC Main Sess,Staff,49,41,8,0,0
14043,SYG 2000 - 0019   Introduction To Sociology,0019-LEC Main Sess,Staff,48,36,12,0,0
14044,SYG 2000 - 0020   Introduction To Sociology,0020-LEC Main Sess,Staff,45,35,10,0,0
14045,SYG 2000 - 0021   Introduction To Sociology,0021-LEC Main Sess,Staff,48,26,22,0,0
14046,SYG 2000 - 0022   Introduction To Sociology,0022-LEC Main Sess,Staff,28,19,9,0,0
14069,SYG 2000 - 0023   Introduction To Sociology,0023-LEC Eight Wk 2,Staff,30,28,2,0,0
14047,SYG 2000 - 0024   Introduction To Sociology,0024-LEC Main Sess,Staff,45,38,7,0,0
14048,SYG 2000 - 0025   Introduction To Sociology,0025-LEC Main Sess,Staff,48,14,34,0,0
14076,SYG 2000 - 0026   Introduction To Sociology,0026-LEC Weekend,Staff,30,25,5,0,0
14049,SYG 2000 - 0027   Introduction To Sociology,0027-LEC Main Sess,Staff,47,44,3,0,0
14050,SYG 2000 - 0028   Introduction To Sociology,0028-LEC Main Sess,Staff,47,46,1,0,0
14051,SYG 2000 - 0029   Introduction To Sociology,0029-LEC Main Sess,Staff,47,19,28,0,0
14052,SYG 2000 - 0030   Introduction To Sociology,0030-LEC Main Sess,Staff,47,45,2,0,0
14066,SYG 2000 - 0031   Introduction To Sociology,0031-LEC Twelve Wk,Staff,47,44,3,0,0
14053,SYG 2000 - 0032   Introduction To Sociology,0032-LEC Main Sess,Staff,45,43,2,0,0
14056,SYG 2000 - 0035   Introduction To Sociology,0035-LEC Main Sess,Staff,30,29,1,0,0
14072,SYG 2000 - 0036   Introduction To Sociology,0036-LEC Conversion,Staff,34,31,3,0,0
14057,SYG 2000 - 0037   Introduction To Sociology,0037-LEC Main Sess,Staff,34,27,7,0,0
14058,SYG 2000 - 0038   Introduction To Sociology,0038-LEC Main Sess,Staff,34,0,34,0,0
14059,SYG 2000 - 0039   Introduction To Sociology,0039-LEC Main Sess,Staff,30,28,2,0,0
14060,SYG 2000 - 0040   Introduction To Sociology,0040-LEC Main Sess,Staff,30,27,3,0,0
14061,SYG 2000 - 0041   Introduction To Sociology,0041-LEC Main Sess,Staff,30,26,4,0,0
14062,SYG 2000 - 0042   Introduction To Sociology,0042-LEC Main Sess,Staff,30,27,3,0,0
14063,SYG 2000 - 0043   Introduction To Sociology,0043-LEC Main Sess,Staff,30,24,6,0,0
14064,SYG 2000 - 0044   Introduction To Sociology,0044-LEC Main Sess,Staff,30,29,1,0,0
14071,SYG 2000 - 0045   Introduction To Sociology,0045-LEC Conversion,Staff,34,32,2,0,0
14065,SYG 2000 - 0046   Introduction To Sociology,0046-LEC Main Sess,Staff,35,19,16,0,0
14074,SYG 2000 - 0047   Introduction To Sociology,0047-LEC 1st Mon Sp,Staff,34,25,9,0,0
14068,SYG 2000 - 0048   Introduction To Sociology,0048-LEC Twelve Wk,Staff,29,22,7,0,0
14030,SYG 2000 - 0049   Introduction To Sociology,0049-LEC Main Sess,Staff,25,24,1,0,0
14029,SYG 2000 - 0050   Introduction To Sociology,0050-LEC Main Sess,Staff,30,0,30,0,0
14028,SYG 2000 - 0051   Introduction To Sociology,0051-LEC Main Sess,Staff,35,31,4,0,0
14027,SYG 2000 - 0052   Introduction To Sociology,0052-LEC Main Sess,Staff,35,13,22,0,0
14026,SYG 2000 - 0053   Introduction To Sociology,0053-LEC Main Sess,Staff,30,28,2,0,0
14025,SYG 2000 - 0054   Introduction To Sociology,0054-LEC Main Sess,Staff,33,31,2,0,0
14024,SYG 2000 - 0055   Introduction To Sociology,0055-LEC Main Sess,Staff,33,27,6,0,0
14023,SYG 2000 - 0056   Introduction To Sociology,0056-LEC Main Sess,Staff,33,31,2,0,0
14022,SYG 2000 - 0057   Introduction To Sociology,0057-LEC Main Sess,Staff,33,0,33,0,0
14021,SYG 2000 - 0058   Introduction To Sociology,0058-LEC Main Sess,Staff,30,0,30,0,0
17243,TAX 2000 - 0001   Income Tax,0001-LEC 1st Mon Sp,Staff,30,18,12,0,0
17233,TAX 2000 - 0002   Income Tax,0002-LEC Main Sess,Staff,30,14,16,0,0
17235,TAX 2000 - 0004   Income Tax,0004-LEC Main Sess,Staff,25,16,9,0,0
17236,TAX 2000 - 0005   Income Tax,0005-LEC Main Sess,Staff,30,13,17,0,0
17237,TAX 2000 - 0006   Income Tax,0006-LEC Main Sess,Staff,35,13,22,0,0
17238,TAX 2000 - 0007   Income Tax,0007-LEC Main Sess,Staff,30,25,5,0,0
17240,TAX 2000 - 0008   Income Tax,0008-LEC Main Sess,Staff,30,15,15,0,0
17244,TAX 2000 - 0009   Income Tax,0009-LEC 1st Mon Sp,Staff,30,15,15,0,0
17242,TAX 2000 - 0010   Income Tax,0010-LEC Eight Wk 1,Staff,30,15,15,0,0
